pmid,qid,question,chunk_ids,sections,scores,embedding_model
40713598,15,Which drug classes were received by individuals in the study before sample sequencing?,11|2|4|5|13,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > HIV-1 drug resistance mutations following virologic failure on NNRTI-based ART|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion,0.5097|0.4878|0.4668|0.4441|0.4441,text-embedding-3-small
40713598,16,Which drugs were received by individuals in the study before sample sequencing?,2|11|4|13|5,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > HIV-1 drug resistance mutations following virologic failure on NNRTI-based ART,0.5051|0.4977|0.4897|0.4434|0.4407,text-embedding-3-small
40713598,2,Does the paper report in vitro drug susceptibility data?,11|2|14|3|10,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion,0.5451|0.5018|0.4809|0.4795|0.4692,text-embedding-3-small
40713598,3,What were the GenBank accession numbers for sequenced HIV isolates?,2|4|3|13|14,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion,0.5646|0.4610|0.4475|0.4356|0.4225,text-embedding-3-small
40713598,4,What were the GenBank accession numbers for sequenced HIV isolates?,2|4|3|13|14,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion,0.5646|0.4610|0.4475|0.4356|0.4225,text-embedding-3-small
40713598,5,From which countries were the sequenced samples obtained?,4|2|11|14|5,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > HIV-1 drug resistance mutations following virologic failure on NNRTI-based ART,0.4633|0.4399|0.3687|0.3354|0.3319,text-embedding-3-small
40713598,6,From which countries were the sequenced samples obtained?,4|2|11|14|5,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > HIV-1 drug resistance mutations following virologic failure on NNRTI-based ART,0.4633|0.4399|0.3687|0.3354|0.3319,text-embedding-3-small
40713598,7,From what years were the sequenced samples obtained?,4|2|15|13|11,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion > Data availability|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion,0.4901|0.4137|0.3367|0.3302|0.3247,text-embedding-3-small
40713598,8,Were samples cloned prior to sequencing?,4|2|14|15|11,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion > Data availability|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion,0.4040|0.3743|0.3130|0.3081|0.2826,text-embedding-3-small
40713598,9,Which HIV genes were reported to have been sequenced?,2|13|4|14|5,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > HIV-1 drug resistance mutations following virologic failure on NNRTI-based ART,0.5692|0.4650|0.4595|0.4585|0.4417,text-embedding-3-small
40763144,1,Does the paper report HIV sequences from patient samples?,8|6|22|33|2,"Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Materials and methods > Data collection|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Materials and methods > HIV drug resistance testing in Uganda|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Results > HIVDR mutations among participants|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Methods",0.5203|0.5187|0.4870|0.4706|0.4607,text-embedding-3-small
