pmid,qid,question,chunk_ids,sections,scores
36571282,16,Which drugs were received by individuals in the study before sample sequencing?,4|3|13|15|12,Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION,7.1013|6.8333|5.7905|4.5735|3.9153
36571282,2,Does the paper report in vitro drug susceptibility data?,18|1|7|4|3,Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > Abstract|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > RESULTS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS,4.0505|2.4288|2.2433|2.2327|2.1558
36571282,3,What were the GenBank accession numbers for sequenced HIV isolates?,4|3|17|1|18,Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > Abstract|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION,5.5359|5.4269|4.8381|2.5311|2.1385
36571282,4,What were the GenBank accession numbers for sequenced HIV isolates?,4|3|17|1|18,Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > Abstract|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION,5.5359|5.4269|4.8381|2.5311|2.1385
36571282,5,From which countries were the sequenced samples obtained?,17|4|3|5|14,Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION,5.6018|5.1287|4.8655|3.8496|3.1819
36571282,6,From which countries were the sequenced samples obtained?,17|4|3|5|14,Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION,5.6018|5.1287|4.8655|3.8496|3.1819
36571282,7,From what years were the sequenced samples obtained?,4|3|5|10|17,Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > RESULTS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION,5.1287|4.8655|3.8496|3.2480|3.0698
36571282,8,Were samples cloned prior to sequencing?,4|3|5|6|12,Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > RESULTS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION,4.0449|3.9141|0.6871|0.6364|0.6023
36571282,9,Which HIV genes were reported to have been sequenced?,3|4|17|14|5,Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > DISCUSSION|Transmitted Drug Resistance to Integrase-Based First-Line Human Immunodeficiency Virus Antiretroviral Regimens in Mediterranean Europe > METHODS,8.1755|5.1420|4.4408|4.0163|3.4290
36597160,1,Does the paper report HIV sequences from patient samples?,7|21|11|5|19,"Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Study procedures|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Funding|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results > Efficacy results (Table  2  )|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Discussion",3.3333|3.1642|3.0449|3.0266|2.9803
36597160,10,What method was used for sequencing?,10|7|13|8|21,"Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Study procedures|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results > Risk factors for virologic failure (Table  4  )|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Study endpoints|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Funding",3.2356|3.1731|1.2236|1.1523|1.1076
36597160,11,What type of samples were sequenced?,7|9|10|14|3,"Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Study procedures|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Statistical analysis|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results > Safety results (data not shown)|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Abstract > Results",3.1154|0.9736|0.9460|0.8775|0.8525
36597160,12,How many individuals had samples obtained for HIV sequencing?,7|12|3|21|10,"Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Study procedures|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results > Virologic failure and resistance (Table  ​  (Table3    3  )|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Abstract > Results|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Funding|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results",3.8689|3.6751|3.3776|2.7557|2.5037
36597160,13,Were the patients in the study in a clinical trial?,15|6|5|10|7,"Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Discussion|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Patients|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Study procedures",4.3377|4.2816|3.9403|3.5538|3.5281
36597160,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,10|21|15|3|7,"Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Funding|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Discussion|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Abstract > Results|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Study procedures",6.3073|5.1080|4.9640|4.2793|4.2459
36597160,15,Which drug classes were received by individuals in the study before sample sequencing?,6|7|10|20|9,"Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Patients|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Study procedures|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Discussion|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Statistical analysis",5.6206|5.3545|5.0461|4.5836|3.5746
36597160,16,Which drugs were received by individuals in the study before sample sequencing?,6|15|7|10|21,"Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Patients|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Discussion|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Study procedures|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Funding",5.6206|5.4937|5.3545|5.0461|3.4443
36597160,2,Does the paper report in vitro drug susceptibility data?,21|20|9|7|22,"Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Funding|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Discussion|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Statistical analysis|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Study procedures|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Availability of data and materials",5.4447|3.9331|3.5363|3.4249|2.3105
36597160,3,What were the GenBank accession numbers for sequenced HIV isolates?,10|3|9|7|12,"Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Abstract > Results|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Statistical analysis|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Study procedures|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results > Virologic failure and resistance (Table  ​  (Table3    3  )",2.5943|2.5463|2.5368|2.4428|2.3198
36597160,4,What were the GenBank accession numbers for sequenced HIV isolates?,10|3|9|7|12,"Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Abstract > Results|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Statistical analysis|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Methods > Study procedures|Safety and efficacy of switching to elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate in treatment-experienced people with HIV: a multicenter cohort study > Results > Virologic failure and resistance (Table  ​  (Table3    3  )",2.5943|2.5463|2.5368|2.4428|2.3198
