pmid,qid,question,chunk_ids,sections,scores,embedding_model
36779485,11,What type of samples were sequenced?,4|10|1|5|6,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Acknowledgements|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.3293|0.2354|0.2150|0.2117|0.2027,text-embedding-3-small
36779485,12,How many individuals had samples obtained for HIV sequencing?,4|6|5|8|7,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.5268|0.4155|0.4153|0.4042|0.4015,text-embedding-3-small
36779485,13,Were the patients in the study in a clinical trial?,4|5|9|8|6,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.3924|0.3791|0.3518|0.3514|0.3495,text-embedding-3-small
36779485,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,4|3|8|6|9,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.5465|0.5206|0.5170|0.5101|0.5100,text-embedding-3-small
36779485,15,Which drug classes were received by individuals in the study before sample sequencing?,4|5|9|8|3,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.4586|0.3789|0.3787|0.3714|0.3705,text-embedding-3-small
36779485,16,Which drugs were received by individuals in the study before sample sequencing?,4|9|5|3|8,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.4732|0.3805|0.3793|0.3739|0.3717,text-embedding-3-small
36779485,2,Does the paper report in vitro drug susceptibility data?,4|6|9|1|8,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.4446|0.4426|0.4404|0.4320|0.4224,text-embedding-3-small
36779485,3,What were the GenBank accession numbers for sequenced HIV isolates?,4|7|6|3|2,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.4777|0.4007|0.3948|0.3908|0.3758,text-embedding-3-small
36779485,4,What were the GenBank accession numbers for sequenced HIV isolates?,4|7|6|3|2,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.4777|0.4007|0.3948|0.3908|0.3758,text-embedding-3-small
36779485,5,From which countries were the sequenced samples obtained?,4|10|1|8|5,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Acknowledgements|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.3506|0.2821|0.2641|0.2497|0.2410,text-embedding-3-small
36779485,6,From which countries were the sequenced samples obtained?,4|10|1|8|5,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Acknowledgements|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.3506|0.2821|0.2641|0.2497|0.2410,text-embedding-3-small
36779485,7,From what years were the sequenced samples obtained?,4|10|5|8|1,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Acknowledgements|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.3544|0.2715|0.2468|0.2350|0.2314,text-embedding-3-small
36779485,8,Were samples cloned prior to sequencing?,4|1|6|9|8,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.3102|0.2514|0.2320|0.2277|0.2219,text-embedding-3-small
36779485,9,Which HIV genes were reported to have been sequenced?,4|6|3|7|2,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.4739|0.4183|0.4169|0.4087|0.3937,text-embedding-3-small
36795586,1,Does the paper report HIV sequences from patient samples?,18|7|17|9|15,Realizing the Promise of Dolutegravir in Effectively Treating Children and Adolescents Living With HIV in Real-world Settings in 6 Countries in Eastern and Southern Africa > DISCUSSION|Realizing the Promise of Dolutegravir in Effectively Treating Children and Adolescents Living With HIV in Real-world Settings in 6 Countries in Eastern and Southern Africa > MATERIALS AND METHODS > Study Population and Study Variables|Realizing the Promise of Dolutegravir in Effectively Treating Children and Adolescents Living With HIV in Real-world Settings in 6 Countries in Eastern and Southern Africa > DISCUSSION|Realizing the Promise of Dolutegravir in Effectively Treating Children and Adolescents Living With HIV in Real-world Settings in 6 Countries in Eastern and Southern Africa > RESULTS > Cohort Characteristics|Realizing the Promise of Dolutegravir in Effectively Treating Children and Adolescents Living With HIV in Real-world Settings in 6 Countries in Eastern and Southern Africa > DISCUSSION,0.4580|0.4342|0.4042|0.4002|0.3973,text-embedding-3-small
