pmid,qid,question,chunk_ids,sections,scores
40839365,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,9|3|18|8|6,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Demographic and Clinical Characteristics|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Study Design and Population|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Genotyping Results|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Laboratory Procedures,7.3788|6.0277|5.4396|4.7451|3.6145
40839365,15,Which drug classes were received by individuals in the study before sample sequencing?,19|9|7|20|8,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Demographic and Clinical Characteristics|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Statistical Analysis|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Genotyping Results,7.8015|6.2586|5.7808|5.5526|5.4314
40839365,16,Which drugs were received by individuals in the study before sample sequencing?,19|9|7|20|8,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Demographic and Clinical Characteristics|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Statistical Analysis|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Genotyping Results,7.2174|6.2586|5.3642|5.2988|5.1495
40839365,2,Does the paper report in vitro drug susceptibility data?,20|21|18|19|5,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Data Collection Procedures,4.4044|3.7430|2.8590|2.6304|2.2335
40839365,3,What were the GenBank accession numbers for sequenced HIV isolates?,6|16|3|5|17,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Laboratory Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Study Design and Population|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Data Collection Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION,4.9778|2.7320|2.7273|2.6204|2.5709
40839365,4,What were the GenBank accession numbers for sequenced HIV isolates?,6|16|3|5|17,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Laboratory Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Study Design and Population|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Data Collection Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION,4.9778|2.7320|2.7273|2.6204|2.5709
40839365,5,From which countries were the sequenced samples obtained?,6|5|7|15|8,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Laboratory Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Data Collection Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Statistical Analysis|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Genotyping Results,5.9190|5.4886|5.0191|3.4286|3.2392
40839365,6,From which countries were the sequenced samples obtained?,6|5|7|15|8,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Laboratory Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Data Collection Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Statistical Analysis|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Genotyping Results,5.9190|5.4886|5.0191|3.4286|3.2392
40839365,7,From what years were the sequenced samples obtained?,6|5|9|1|8,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Laboratory Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Data Collection Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Demographic and Clinical Characteristics|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Genotyping Results,5.9190|5.4886|3.6538|3.6342|3.2392
40839365,8,Were samples cloned prior to sequencing?,8|6|7|14|11,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Genotyping Results|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Laboratory Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Statistical Analysis|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Prevalence of DRMs for Drug Classes and DRM Patterns|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Prevalence of DRMs for Drug Classes and DRM Patterns,4.9435|2.4939|2.3739|2.3706|2.3103
40839365,9,Which HIV genes were reported to have been sequenced?,20|6|19|16|17,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Laboratory Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION,5.2030|4.9188|4.3015|4.0878|4.0687
40857111,1,Does the paper report HIV sequences from patient samples?,16|15|14|9|4,HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > DISCUSSION|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > DISCUSSION|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > DISCUSSION|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS,2.8774|2.6272|2.3364|1.2185|0.9911
40857111,10,What method was used for sequencing?,9|4|5|7|6,HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS,2.6147|2.5987|2.5504|0.5593|0.5531
40857111,11,What type of samples were sequenced?,13|11|14|3|1,HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > DISCUSSION|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Study Resistance Analysis|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > DISCUSSION|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study,0.2403|0.2329|0.2281|0.2203|0.2125
